,text
179,"@blaccpryde @Eternal_EB @VicKhiz @choeshow @KatieDaviscourt @komonews Have you seen Twitter ever? It's a 24/7 non-stop pity party if you're black.

Black criminal shot at police after doing a drive by, gets shot by police and dies.

""HE WAS AN ANGEL, A VETERAN AND HE WAS UNARMED. #BlackLivesMatter"" Followed by protests

It's silly how common it is."
180,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…"
181,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…"
182,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…"
183,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…"
184,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…"
185,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…"
186,"RT @sarebstare: When Discovery CEO David Zaslav takes over WB, I hope he holds to his words on #BlackLivesMatter.

WB should apologize to R…"
187,"RT @BigSmallKe: If putin was an African leader, Nato  would have murdered him like Muammar Gaddafi 

#BlackLivesMatter
#RacistEU https://t.…"
188,"This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of African migrants in Ukraine are being blocked from fleeing. 

#BlackLivesMatter 
#StandWithUkraine
#Racism
#ResistanceUnited  https://t.co/yHZMPoTMlY"
189,Defund the Annville Police #BlackLivesMatter #DefundThePolice
190,Happy birthday bro! #siblinglove #BlackLivesMatter #BlackHistoryMonth #blackmen #birthday https://t.co/IE3zYL4uHq
191,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
192,"Who will be  next 2ND INCOMING GOVERNOR KERICHO COUNTY 2022
Retweet for 
@Erick mutai
 
Like for @ketercharles 
#FormNiKuTransForm
#KerichoKwanza
This where the rubber meets the road.
#TeamCK2022
#BlackLivesMatter 
#Kuria 
#Ukraine https://t.co/Crsxp24GEW"
193,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
194,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
195,".@Channel24 #PresidentsAward #BLM #BLM #BlackLivesMatter #BlackExcellence #BlackHistoryMonth #BlackGirlMagic #RacialJustice #ArchewellDigitalCivilRightsAward

Prince Harry and Meghan Markle at the #NAACPImageAwards: 'We are so deeply humbled to be here'
https://t.co/PqGfvEQ5Ck
+ https://t.co/QJQyaCy3v8"
196,"RT @CherylBlueWave: First, recognize white privilege and how it infairly benefits them. Then, set their privilege aside.

🔥 White Privilege…"
197,"#SundayThoughts :: #SundayVibes
#BlackHistoryMonth 
Although we all vaguely know about the Egyptians, not many know about the early days when it was defeated and ruled by black kings and warrior queens. 
#BlackLivesMatter #BlackHistoryMonth2022
https://t.co/fk7FL5tbqx"
198,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
199,"RT @Queen_minnna: Funny how you all were tweeting #blacklivesmatter we knew it was fake love though

#racism #Poland #Ukraine https://t.co/…"
200,RT @Itsumeryousuf: While everyone bashing Russians over the Ukarine invasion but in the meanwhile Ukrainian and Europeans discriminate blac…
201,"You can't beg for help and be racist at the same time! Correction: You can beg for help and be racist at the same time, but it is disgraceful to the core! STOP IT!! ALL LIVES HOLD VALUE!! #Ukraine #UkraineWar #LetThemThrough #StopTheRacism
#EndThisWar #BlackLivesMatter https://t.co/q5ZpYUNPue"
202,"RT @akaroa614: This is a flagrant abuse of human rights. Every single person deserves the same level of compassion! 

#HumanRights 
#BlackL…"
203,RT @kjslaughter: The first permanent public art piece honoring the Black Panther Party is now installed in Oakland for the benefit of the c…
204,RT @Official__Moh: Stop Racism in Ukraine #BlackLivesMatter #UkraineRussiaWar #UkraineRussia https://t.co/hz0TWXwdvD
205,Fuck #BlackLivesMatter
206,"RT @SamuelNduch: #BlackLivesMatter
#RacistEU
NATO, EU never had Africa's best interests, Putin been fighting for African rights. #istandwit…"
207,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…"
208,RT @HHustice: All my energy for the Ukraine situation has been shifted to my African brothers and sisters on the border cause the racism th…
209,"RT @CherylBlueWave: First, recognize white privilege and how it infairly benefits them. Then, set their privilege aside.

🔥 White Privilege…"
210,RT @empiremike__: It's this simple our black brother and sisters are locked when cats and dogs of the whites are allowed to flee for safety…
211,"RT @ultrarotom: URGENT:

Please help these people in Kenya by sharing and donating if you can, because they're running out of money for foo…"
212,"RT @SamuelNduch: #BlackLivesMatter
#RacistEU
NATO, EU never had Africa's best interests, Putin been fighting for African rights. #istandwit…"
213,"RT @BigSmallKe: If putin was an African leader, Nato  would have murdered him like Muammar Gaddafi 

#BlackLivesMatter
#RacistEU https://t.…"
214,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
215,"RT @isidney75: What is going on??? This is ridiculous!!! This is sad. I know there's a war but this is wrong on so many levels!!!
#RussiaUk…"
216,"Ukraine deserve what they're facing thanks to their racism🖕🏿
#BlackLivesMatter #racism"
217,RT @Madjodellie: Thank you Executive Parisi. I’ve been wondering why we’ve heard nothing about why this unarmed black man was shot. #BlackL…
218,"Zelensky tells UK’s Johnson the coming hours are critical 

https://t.co/5OOvv7PShc via @timesofisrael #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow"
219,"Belarus approves hosting nuclear weapons and Russian forces permanently 

https://t.co/jyETvxuH46 #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow"
220,RT @empiremike__: It's this simple our black brother and sisters are locked when cats and dogs of the whites are allowed to flee for safety…
221,"@nhannahjones @gstewtwo This. Also #BlackLivesMatter always, and EVERYWHERE."
222,"RT @PkChelzard: When US &amp; NATO attacked &amp; ruined #Lybia killing many innocent, it was not war crime but they want us to believe that Russia…"
223,RT @LAfwerki: Same on your #Ukraine #BlackLivesMatter #NoMore https://t.co/QSmCFI7cPS
224,"RT @ggiittiikkaa: Africans are not being allowed to escape from Ukraine, as it's priority for others to be safe first. EU countries are not…"
225,RT @Firecandy08: Neat. #BlackLivesMatter #BLM #antifa #racism #Diversity #ACAB #WhiteSupremacy #systemicracism https://t.co/TsinpqdrPw
226,"'Putin's next bargaining chip will be Israel' - Ukrainian-born pastor 

https://t.co/IJPIn0caUQ #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow"
227,Despite the crisis in #Ukraine humanitarian aid be allowed further those willingly to leave the nation be allowed esp. African origin (access to everything)  deny? prejudiced? total unacceptable #BlackLivesMatter Stop racism. #UkraineRussiaWar #PutinHitler #AfricansinUkraine
228,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…"
229,"Our true history is that of mighty Pharaohs, Kings and Queens. Not slave ships and whips. #BlackHistoryMonth #BlackLivesMatter #BlackTwitter https://t.co/9HpdZi6yqT"
230,@FoxNews Ongoing genocide in #Biafra is going unreported. UN take note. #BlacklivesMatter
231,"RT @akaroa614: This is a flagrant abuse of human rights. Every single person deserves the same level of compassion! 

#HumanRights 
#BlackL…"
232,"RT @SamuelNduch: #BlackLivesMatter
#RacistEU
NATO, EU never had Africa's best interests, Putin been fighting for African rights. #istandwit…"
233,RT @tarah: I do believe I'd like an explanation. Africans are being deprioritized for evac. Believe what you see here and bring that intern…
234,"RT @Sogburn57: Walter Peyton Manning was a member of the famed Tuskegee Airmen and the only one known to be lynched as a prisoner of war.
R…"
235,"RT @lonasanchez70: Black lives exist every day, not only in the shortest month of the year.  ✊🏽✊🏾✊🏿✊🏼

#BlackHistoryMonth 
#BlackLivesMatte…"
236,"RT @PatsBigSister1: @yodifiji @GeoffreyOnyeama ALL #BlackLivesMatter everywhere on every CONTINENT.
AFRICA
 ANTARCTICA
 ASIA 
AUSTRALIA
 EU…"
237,RT @empiremike__: It's this simple our black brother and sisters are locked when cats and dogs of the whites are allowed to flee for safety…
238,"RT @DanielM29023415: It's absolutely shameful what's taking place in Ukraine. 

Oh wait- that's Minneapolis in 2020 brought to you by the d…"
239,"RT @SamuelNduch: #BlackLivesMatter
#RacistEU
NATO, EU never had Africa's best interests, Putin been fighting for African rights. #istandwit…"
240,"RT @inartfairNYK: Letter: Make Russia feel like a walled-off USSR

https://t.co/Ux25Y5Lqgh #HolocaustMemorialDay #MLK #GrenfellTower #Black…"
241,"RT @michelletauber: Tireless @MomsDemand warriors for our community. Honoring #TrayvonMartin with action every day, in the birthplace of #B…"
242,"The one where @HarrisTeeter engaged in questionable (bordering on racist/discriminatory) actions against a young black woman (with a non-offensive, humorous voice mail greeting) by denying her employment.

#BlackLivesMatter

https://t.co/Dnj1Xv8HgS"
243,RT @Lapablomedia: Stop Racism in Ukraine #racism #BlackLivesMatter #UkraineRussiaWar #Ukraine https://t.co/llV5ANgb3P
244,"Black lives do matter, but only on social media. Kwa ground it is tuff  #BlackLivesMatter"
245,RT @empiremike__: It's this simple our black brother and sisters are locked when cats and dogs of the whites are allowed to flee for safety…
246,RT @TracyMorison: #BlackLivesMatter Ukrainians hold back Black Africans from boarding trains to flee the country. Poland (of all countries)…
247,"RT @BigSmallKe: If putin was an African leader, Nato  would have murdered him like Muammar Gaddafi 

#BlackLivesMatter
#RacistEU https://t.…"
248,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…"
249,"RT @gutsywoman19: @Eedwardsellis I've been sick about this since yesterday. #BlackLivesMatter always, and EVERYWHERE."
250,"Watch ""Southmobb Ski - I miss y'all by Southmobb Ski"" on YouTube https://t.co/EkB51QxKgS  hug and love your people while they here.
#UkraineRussiaWar #BlackLivesMatter #bandlab #BLM #music"
251,RT @Official__Moh: Stop Racism in Ukraine #BlackLivesMatter #UkraineRussiaWar #UkraineRussia https://t.co/hz0TWXwdvD
252,"RT @BigSmallKe: If putin was an African leader, Nato  would have murdered him like Muammar Gaddafi 

#BlackLivesMatter
#RacistEU https://t.…"
253,"RT @redz041: Allllright now!!!🖐🏾🤎🖤💕💥
#BlackLivesMatter #BlackHistoryMonth https://t.co/KcbuSvdMTb"
254,"RT @AfricanArchives: 10 years ago today, at only 17, an unarmed Trayvon Martin was shot dead by George Zimmerman, fueling a movement. #Blac…"
255,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
256,RT @CBHeresy: #BlackLivesMatter is the woman who starts crying about her divorce at your father's funeral. https://t.co/fDujI2duJi
257,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…"
258,"RT @The519: .@Poppyinthewheat performs 'Death Poem'.
Watch: https://t.co/aswt9sln76
Don't forget to check out The 519 Black Collective's en…"
259,Justice for all. It's the only way. #weallbelongtoeachother #blacklivesmatter https://t.co/fturVe5aVj
260,"@EditiEffiong No honey we the ones who need support I support blacks,Africans non christians indians &amp;people who are not european whites I don't hate anyone but love my own people who whites don't even see them as an equal human beings
#AfricansinUkraine 
#BlackLivesMatter"
261,"I know what Russian military is doing in Ukraine is not fair. But what the my Black People are subjected in same Ukraine is inhumane... I think as we raise our voices for Lives of Ukrainians to matter,  Then #BlackLivesMatter first... we are all human beings 
#RacistEU"
262,RT @peacewyns93: This is my fist time watching #TheEqualizer . The previews were intriguing. Thanks for highlighting the #TulsaMassacre💔#Bl…
263,RT @HHustice: All my energy for the Ukraine situation has been shifted to my African brothers and sisters on the border cause the racism th…
264,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…
265,"Even if it's: 
—1 dollar a day 
—1 pushup a day 
—1 page a day 
 —1 follower a day 
—1 sale a day 
 —1 client a day 

It's progress 
Never underestimate the power of compound interest.
#MasculinitySaturday 
#Kuria
#BlackLivesMatter"
266,"RT @DanWils42696605: When you're blue, get a lure, smile
https://t.co/FZYgX8BIbx
#BlackLivesMatter🏉#EU  #PowerPlatform 🦖#CyberSecurity #Wel…"
267,RT @OldMainBell: ding ding ding ding^ ding ding. DING^ DING &amp; ding #PennState #BlackLivesMatter #JusticeForAll
268,RT @peacewyns93: This is my fist time watching #TheEqualizer . The previews were intriguing. Thanks for highlighting the #TulsaMassacre💔#Bl…
269,RT @OldMainBell: ding ding ding ding^ ding ding. DING^ DING &amp; ding #PennState #BlackLivesMatter #JusticeForAll
270,"RT @inartfairNYK: Letter: Make Russia feel like a walled-off USSR

https://t.co/Ux25Y5Lqgh #HolocaustMemorialDay #MLK #GrenfellTower #Black…"
271,"RT @Sogburn57: Walter Peyton Manning was a member of the famed Tuskegee Airmen and the only one known to be lynched as a prisoner of war.
R…"
272,All my energy for the Ukraine situation has been shifted to my African brothers and sisters on the border cause the racism they are facing on top of a war is just too heartbreaking to see. Why must we always choose hate in every situation!!!! #AfricansinUkraine #BlackLivesMatter
