,Unnamed: 0,Title,Review,preprocessed CombinedString
1531,1531,Beautiful but boring,"Let me preface this by saying that my enjoyment of the movie may have been dampered by a poor night's sleep. That being said, the middle 45 minutes of this film had me nearly falling asleep, literally. The character development just couldn't hook me at all because it felt like they kept revisiting the same points.

On a positive note, the visuals and martial arts are absolutely spectacular. The first act of the film contains most of the martial arts and it is so crisp and well-choreographed. The final act flexes all of the CGI dollas and they make they already big budget stretch far, with some of the more impressive sights you will see in a Marvel movie so far. This movie didn't quite hit the 8/10 for me to recommend people see it in theatres, but lets tack that up to me being tired and you go see it anyway!","Let me preface this by saying that my enjoyment of the movie may have been dampered by a poor night's sleep. That being said, the middle 45 minutes of this film had me nearly falling asleep, literally. The character development just couldn't hook me at all because it felt like they kept revisiting the same points.

On a positive note, the visuals and martial arts are absolutely spectacular. The first act of the film contains most of the martial arts and it is so crisp and well-choreographed. The final act flexes all of the CGI dollas and they make they already big budget stretch far, with some of the more impressive sights you will see in a Marvel movie so far. This movie didn't quite hit the 8/10 for me to recommend people see it in theatres, but lets tack that up to me being tired and you go see it anyway!"
1532,1532,Mid-Tier MCU,,
1533,1533,"Good, but not sure it was that good","I watch all of marvel movie, idk its because the color or the theme set, but this movie cgi seems pretty to u know? I mean, this is phase 4 right? Look at that mystical creatures, morris is the smooth of them all.

The fight indeed seems pretty fresh, it was good. It's also a good story with good script. A great portion of funny dialog.

Its a beginning of the new phase right? Lets give it a chance, overall its a good movie.","I watch all of marvel movie, idk its because the color or the theme set, but this movie cgi seems pretty to u know? I mean, this is phase 4 right? Look at that mystical creatures, morris is the smooth of them all.

The fight indeed seems pretty fresh, it was good. It's also a good story with good script. A great portion of funny dialog.

Its a beginning of the new phase right? Lets give it a chance, overall its a good movie."
1534,1534,Entertained,"Simple as that, it's worth watching. Luckily I had Subtitles on for the Chinese speaking parts, and that helped, especially at the start of the movie (about 10 minutes). Don't forget the end credit scene at 2:01:46.","Simple as that, it's worth watching. Luckily I had Subtitles on for the Chinese speaking parts, and that helped, especially at the start of the movie (about 10 minutes). Don't forget the end credit scene at 2:01:46."
1535,1535,Vey Nice,"Thoroughly enjoyed watching this movie. Not one bit is boring and the comedy is really good and appropriate and not cringey like some other Marvel movies.

This is not an ""8"" 8 for me, but it's not a 7 either, more like 7.6 but then again, IMDb doesn't have half stars for some reasons.

The fight choreography is amazing and this one has some of the best hand-to-hand action in Marvel. It kinda gets ridiculous in the end and you feel like it's not in the MCU, but MCU is already ridiculous so this is not that far-fetched.

The acting of all of them was good especially the father.

The ""villain"" is really relatable and well-written, even though I felt like we needed more time with him, this much is enough to make you actually feel and understand why he does what he does and is kinda not the bad guy.

The story and characters could've used some more fleshing out, especially Shaun's sister.

Story and characters might be cliché but they use those clichés well and make you care about these characters and that's the most important part. I just wish there was more showing and not telling.

The CGI was not that good and it's really noticeable especially at the end. They should've worked on it more and polished it.

Not using gore and cuss words because they want their movies to be PG-13 really hurts these movies, even though they can use at least one f word but for some reason they don't, I'm not saying that f word can make the movie better, but sometimes you need something more than ""dam"" for the scene to be more impactful. Also, doesn't actually showing most of the flashbacks make them more impactful? Why does the camera turn away from the ""death"" scenes that can make the movie better? This is why not showing a little bit of blood and gore hurts these movies, these movies keep pulling their punches back, and believe me no one cares if you used some more gruesome scenes. How are you gonna make a Deadpool 3 and Blade movie then?

All in all, very enjoyable movie with good martial arts fights, characters, music choice, and a decent story. I might like it better when I see it a second time, but right now I'm kinda lukewarm about it. Really looking forward to seeing more of what Shang-Chi's gonna do in the MCU.","Thoroughly enjoyed watching this movie. Not one bit is boring and the comedy is really good and appropriate and not cringey like some other Marvel movies.

This is not an ""8"" 8 for me, but it's not a 7 either, more like 7.6 but then again, IMDb doesn't have half stars for some reasons.

The fight choreography is amazing and this one has some of the best hand-to-hand action in Marvel. It kinda gets ridiculous in the end and you feel like it's not in the MCU, but MCU is already ridiculous so this is not that far-fetched.

The acting of all of them was good especially the father.

The ""villain"" is really relatable and well-written, even though I felt like we needed more time with him, this much is enough to make you actually feel and understand why he does what he does and is kinda not the bad guy.

The story and characters could've used some more fleshing out, especially Shaun's sister.

Story and characters might be cliché but they use those clichés well and make you care about these characters and that's the most important part. I just wish there was more showing and not telling.

The CGI was not that good and it's really noticeable especially at the end. They should've worked on it more and polished it.

Not using gore and cuss words because they want their movies to be PG-13 really hurts these movies, even though they can use at least one f word but for some reason they don't, I'm not saying that f word can make the movie better, but sometimes you need something more than ""dam"" for the scene to be more impactful. Also, doesn't actually showing most of the flashbacks make them more impactful? Why does the camera turn away from the ""death"" scenes that can make the movie better? This is why not showing a little bit of blood and gore hurts these movies, these movies keep pulling their punches back, and believe me no one cares if you used some more gruesome scenes. How are you gonna make a Deadpool 3 and Blade movie then?

All in all, very enjoyable movie with good martial arts fights, characters, music choice, and a decent story. I might like it better when I see it a second time, but right now I'm kinda lukewarm about it. Really looking forward to seeing more of what Shang-Chi's gonna do in the MCU."
1536,1536,Great 76%,,
1537,1537,Shang-Chi and the Legend of the Ten Rings,"This movie was great, it was entertaining, it was fast paced, and it was unique. There were so many things I liked about this film. First off, I loved all the characters, such as Shang-Chi, Katy, Xu Wenwu, Xialing, Razor Fist, Death Dealer, the return of Trevor Slattery, Morris, and of course Master Guang Bo. The actors for all these characters were also perfect. They suited their roles perfectly. In my opinion, this movie had some of the best supporting characters in the MCU. I also loved the action. It was absolutely amazing, there were some points in the movie where I felt like I was watching a martial arts movie. The stunts and the choreography were perfect, I couldn't have asked for anything more. The effects in this movie were also stunning. The moving forest, the mythical creatures (especially the dragon), and the effects used on the Ten Rings were super cool. The effects in this movie were some of the best in the MCU. Lastly, I also loved the plot, it just sat really well with me.

This movie was like nothing we have ever seen before in the MCU. It was very unique and a nice twist for Marvel. The first Credit Scene was also very interesting and might have set up phase 4 in the MCU. This was a great movie, and I definitely recommend going to see it, even if you aren't a Marvel fan.","This movie was great, it was entertaining, it was fast paced, and it was unique. There were so many things I liked about this film. First off, I loved all the characters, such as Shang-Chi, Katy, Xu Wenwu, Xialing, Razor Fist, Death Dealer, the return of Trevor Slattery, Morris, and of course Master Guang Bo. The actors for all these characters were also perfect. They suited their roles perfectly. In my opinion, this movie had some of the best supporting characters in the MCU. I also loved the action. It was absolutely amazing, there were some points in the movie where I felt like I was watching a martial arts movie. The stunts and the choreography were perfect, I couldn't have asked for anything more. The effects in this movie were also stunning. The moving forest, the mythical creatures (especially the dragon), and the effects used on the Ten Rings were super cool. The effects in this movie were some of the best in the MCU. Lastly, I also loved the plot, it just sat really well with me.

This movie was like nothing we have ever seen before in the MCU. It was very unique and a nice twist for Marvel. The first Credit Scene was also very interesting and might have set up phase 4 in the MCU. This was a great movie, and I definitely recommend going to see it, even if you aren't a Marvel fan."
1538,1538,A solid superhero adventure...,"Like many, I was concerned that this new Marvel Cinematic Universe saga would have trouble living up to previous standards but Shang-Chi has already left me hopeful for the series' future. I literally know nothing about this character but I found his film debut to be a solid superhero adventure; well acted, effectively character-driven, occasionally funny, rich with cultural representation and booming with swift and stylized martial arts action. It has what I hoped I was going to get from Black Panther: inclusivity AND an interesting world and narrative. I'm 100% all for representation but the story and characters must be pronounced, too and I just found this entry to be a lot more distinguished and captivating.

Although Shang-Chi treads the familiar origin story formula, there's a few fresh twists and turns that uniquely sets this character's journey apart from the others. Though the first half is decently entertaining with some identifiable drama and fast-paced yet slightly derivative set-pieces in urban environments, the second half is where the film really turns on (at least for me). The Chinese philosophy kicks in, the mythology is abundant, there's tons of visually striking imagery, a fantastical setting, loads of insane action choreography. The Asian representation is just off the chain and I was so enraptured by it. It doesn't feel contrived, I sensed a great deal of respect for it and all the while an engaging story was unfolding. A nice balance. I was very satisfied with what I saw. I'm really looking forward to seeing more of Shang-Chi's world and how it'll tie in with other stories yet-to-come. Very cool movie. Soulful, cultural and action-packed.","Like many, I was concerned that this new Marvel Cinematic Universe saga would have trouble living up to previous standards but Shang-Chi has already left me hopeful for the series' future. I literally know nothing about this character but I found his film debut to be a solid superhero adventure; well acted, effectively character-driven, occasionally funny, rich with cultural representation and booming with swift and stylized martial arts action. It has what I hoped I was going to get from Black Panther: inclusivity AND an interesting world and narrative. I'm 100% all for representation but the story and characters must be pronounced, too and I just found this entry to be a lot more distinguished and captivating.

Although Shang-Chi treads the familiar origin story formula, there's a few fresh twists and turns that uniquely sets this character's journey apart from the others. Though the first half is decently entertaining with some identifiable drama and fast-paced yet slightly derivative set-pieces in urban environments, the second half is where the film really turns on (at least for me). The Chinese philosophy kicks in, the mythology is abundant, there's tons of visually striking imagery, a fantastical setting, loads of insane action choreography. The Asian representation is just off the chain and I was so enraptured by it. It doesn't feel contrived, I sensed a great deal of respect for it and all the while an engaging story was unfolding. A nice balance. I was very satisfied with what I saw. I'm really looking forward to seeing more of Shang-Chi's world and how it'll tie in with other stories yet-to-come. Very cool movie. Soulful, cultural and action-packed."
1539,1539,"One of the best ""literally""","Such an amazing film. Unlike some of the other marvel movies that imo try too hard to be cool or emotional and end up taking themselves way too seriously, Shang-Chi feels very organic in everything it does. The story is well paced and unfolds gradually without feeling like things were being dumbed down or overexplained. The visuals were absolutely stunning, comedic relief was always on point, fight sequences were sleek yet powerful. I had high hopes for Shang Chi and it absolutely delivered. Very excited for what's to come next.","Such an amazing film. Unlike some of the other marvel movies that imo try too hard to be cool or emotional and end up taking themselves way too seriously, Shang-Chi feels very organic in everything it does. The story is well paced and unfolds gradually without feeling like things were being dumbed down or overexplained. The visuals were absolutely stunning, comedic relief was always on point, fight sequences were sleek yet powerful. I had high hopes for Shang Chi and it absolutely delivered. Very excited for what's to come next."
1540,1540,"Mediocre, shallow, flat - one of the worst MCU movies",,
1541,1541,Welcome to the Club,"A very welcomed addition to the MCU, and any Avengers to come. 'Shang-Chi' kung-fu's it's way to top tier MCU territory, especially when it comes to origin stories.

Perhaps this generations 'Crouching Tiger, Hidden Dragon', both of which are visual spectacles to behold. 'Shang-Chi' is full of beautiful creatures, costumes, martial arts, and acting. Probably the best fighting in the MCU, which makes sense (though Cap and Winter Soldier fighting is my personal favourite). The real Mandarin makes his debut and does not disappoint, Tony Chiu-Wai Leung was fantastic. All the other cast members were very likable as well. A few appearances from other MCU characters, including a surprising one that somewhat redeems himself.

A refreshing Marvel superhero movie in that it primarily focuses on itself, but has tons of potential to jump right in with other Marvel storylines. The MCU still holds lots of excitement for the future with characters like Shang-Chi.","A very welcomed addition to the MCU, and any Avengers to come. 'Shang-Chi' kung-fu's it's way to top tier MCU territory, especially when it comes to origin stories.

Perhaps this generations 'Crouching Tiger, Hidden Dragon', both of which are visual spectacles to behold. 'Shang-Chi' is full of beautiful creatures, costumes, martial arts, and acting. Probably the best fighting in the MCU, which makes sense (though Cap and Winter Soldier fighting is my personal favourite). The real Mandarin makes his debut and does not disappoint, Tony Chiu-Wai Leung was fantastic. All the other cast members were very likable as well. A few appearances from other MCU characters, including a surprising one that somewhat redeems himself.

A refreshing Marvel superhero movie in that it primarily focuses on itself, but has tons of potential to jump right in with other Marvel storylines. The MCU still holds lots of excitement for the future with characters like Shang-Chi."
1542,1542,"Crouching Pander, Hidden Profit Margin","What do you get when you have no idea what you are creating beyond ""Rip off successful Cantonese Han movies, so that the Mouse can sell the product to Flu Bear""?

Well, now we know. A painfully spavined production that begs Flu Bear to approve it right from the first subtitled moment with excruciatingly ""Mandarin"" performances that even a barely trained White ear can detect as being more Californian than Chongqing.

Then the movie proper starts, and we're inflicted with Nora Lum, who has built her career on appropriating and exploiting Blackness. Wow. Nora Lum, in the current year.

Granted, the Mandarin Empire loathes Black people even more than Nora Lum does, but it's still startling to see her not only accepted but showcased.

Oh, the movie?

Eh, who cares? It's all ropey CGI, overblown score, infantile plot, cringe dialogue, and a truly tragic performance by Michelle Yeo who I wish had had the integrity to turn down this opportunity.

Final context: I wept three times during Crouching Tiger, Hidden Dragon: once in joy, once in sadness, once in astonishment.

I wept once during this... thing... in despair. Then I bailed, hard.

It's not OK to pander to Winnie the Flu. It's NOT OK.","What do you get when you have no idea what you are creating beyond ""Rip off successful Cantonese Han movies, so that the Mouse can sell the product to Flu Bear""?

Well, now we know. A painfully spavined production that begs Flu Bear to approve it right from the first subtitled moment with excruciatingly ""Mandarin"" performances that even a barely trained White ear can detect as being more Californian than Chongqing.

Then the movie proper starts, and we're inflicted with Nora Lum, who has built her career on appropriating and exploiting Blackness. Wow. Nora Lum, in the current year.

Granted, the Mandarin Empire loathes Black people even more than Nora Lum does, but it's still startling to see her not only accepted but showcased.

Oh, the movie?

Eh, who cares? It's all ropey CGI, overblown score, infantile plot, cringe dialogue, and a truly tragic performance by Michelle Yeo who I wish had had the integrity to turn down this opportunity.

Final context: I wept three times during Crouching Tiger, Hidden Dragon: once in joy, once in sadness, once in astonishment.

I wept once during this... thing... in despair. Then I bailed, hard.

It's not OK to pander to Winnie the Flu. It's NOT OK."
1543,1543,Really good,,
1544,1544,Shang Chi kicks ass,,
1545,1545,When will Disney learn?,"I heard great things on the internet about this movie, so I had some pretty high expectations. Well, I was let down, and judging by the other reviews ALOT of other people were too. People are not going to put up with this crap for too much longer. I mean how many bad movies can Disney make in a row and expect people to continue to watch them?

I see Disney even tried to even throw some Anti American talk into this movie to try to get on China's good side....but even that did not work. China did not allow their citizens to watch it. I guess Disney will have to put even more Anti American talk into the next movie.

You messed up Star Wars Disney. Now you are messing up every Marvel movie. Maybe wokeness is not the way to go. PLEASE can someone buy Marvel from Disney before its too late??

3/10 Another very poor Disney Marvel movie.","I heard great things on the internet about this movie, so I had some pretty high expectations. Well, I was let down, and judging by the other reviews ALOT of other people were too. People are not going to put up with this crap for too much longer. I mean how many bad movies can Disney make in a row and expect people to continue to watch them?

I see Disney even tried to even throw some Anti American talk into this movie to try to get on China's good side....but even that did not work. China did not allow their citizens to watch it. I guess Disney will have to put even more Anti American talk into the next movie.

You messed up Star Wars Disney. Now you are messing up every Marvel movie. Maybe wokeness is not the way to go. PLEASE can someone buy Marvel from Disney before its too late??

3/10 Another very poor Disney Marvel movie."
1546,1546,Epic CGI Rendering and Battle Scenes.,"Story was ok and different from the rest, performances were on point and choreographies though a bit of dancing in some scenes were very accurate and convincing. What I really enjoyed and marvelled at most were the effects and fighting scenes. Marvel Studios really tops in this department always. The effects of the Ten Rings were amazing topped with serious blending in the fight scenes....made me enjoy this movie a lot and highly recommend it for the techies.","Story was ok and different from the rest, performances were on point and choreographies though a bit of dancing in some scenes were very accurate and convincing. What I really enjoyed and marvelled at most were the effects and fighting scenes. Marvel Studios really tops in this department always. The effects of the Ten Rings were amazing topped with serious blending in the fight scenes....made me enjoy this movie a lot and highly recommend it for the techies."
1547,1547,Worst story and plot ever.,"This is by far the most nonsensical plot in a Marvel film and one of the worst stories I've ever witnessed. It's so hard to make sense of anything at all in this film. The only good thing is some of the action sequences. Bus fight is spectacular but after that it goes completely downhill cause only after that does the plot actually unfold. And it is so ridiculous and so full of nonsense that I was thoroughly bored whenever anything other than the fight scenes were on.

I think Marvel is done. This phase seems completely relying on the success of the previous one. The only good thing is Spider-Man and I'm eagerly looking forward to No Way Home. After this I don't have any expectations from Marvel films other than Spider-Man.

The humour in this movie is pure cringe. It feels too forced and Awkwafina is completely out of place. The last scene where they sing Hotel California is so damn cringy. It's a tragedy that they thought people would enjoy it. This is a really bad film minus the action sequences. Watch it only for the action which looks good on the big screen. Don't have even the slightest expectation from the story.","This is by far the most nonsensical plot in a Marvel film and one of the worst stories I've ever witnessed. It's so hard to make sense of anything at all in this film. The only good thing is some of the action sequences. Bus fight is spectacular but after that it goes completely downhill cause only after that does the plot actually unfold. And it is so ridiculous and so full of nonsense that I was thoroughly bored whenever anything other than the fight scenes were on.

I think Marvel is done. This phase seems completely relying on the success of the previous one. The only good thing is Spider-Man and I'm eagerly looking forward to No Way Home. After this I don't have any expectations from Marvel films other than Spider-Man.

The humour in this movie is pure cringe. It feels too forced and Awkwafina is completely out of place. The last scene where they sing Hotel California is so damn cringy. It's a tragedy that they thought people would enjoy it. This is a really bad film minus the action sequences. Watch it only for the action which looks good on the big screen. Don't have even the slightest expectation from the story."
1548,1548,An amazing entertaining movie,,
1549,1549,MCU widens,One time watch. Too fast of a character transition in 2 weeks even for superhero movies standards. Some nice action scenes. But the one where the father meets the mother takes the limelight. Soul sucker demon was much weaker than what was stated in the movie and final fight ends up real fast. The mcu widens up.,One time watch. Too fast of a character transition in 2 weeks even for superhero movies standards. Some nice action scenes. But the one where the father meets the mother takes the limelight. Soul sucker demon was much weaker than what was stated in the movie and final fight ends up real fast. The mcu widens up.
1550,1550,Fantastic new entry to the MCU,"I'm not someone who is a fan of action movies. I'm really not. But even here, there's no denying the action sequences are brilliantly executed and have a lot more of a hit than most of the marvel movies out there.

Although Simu Liu falters a little bit as a leading man, he has a truly impressive cast to support him. Awkwafina is brilliantly funny and quippy as she always is. And Tony Leung, the complex antagonist and the hero's father, has the most depth in this film.

The visual effects are beyond beautiful. They reminded me of Ferngully, and the nature I observed as a child. Good stuff!

There are some surprising cameos that are both hilarious and wholesome.

It was so good to see it in Imax after such a long cinema hiatus. Definitely check this one out!","I'm not someone who is a fan of action movies. I'm really not. But even here, there's no denying the action sequences are brilliantly executed and have a lot more of a hit than most of the marvel movies out there.

Although Simu Liu falters a little bit as a leading man, he has a truly impressive cast to support him. Awkwafina is brilliantly funny and quippy as she always is. And Tony Leung, the complex antagonist and the hero's father, has the most depth in this film.

The visual effects are beyond beautiful. They reminded me of Ferngully, and the nature I observed as a child. Good stuff!

There are some surprising cameos that are both hilarious and wholesome.

It was so good to see it in Imax after such a long cinema hiatus. Definitely check this one out!"
1551,1551,my opinion,"A very comfortable and beautiful movie, I listened very well and loved Katie's character. She is the best.

It is very similar to the atmosphere of the movie Maleficent Part 2 very excited for second part.","A very comfortable and beautiful movie, I listened very well and loved Katie's character. She is the best.

It is very similar to the atmosphere of the movie Maleficent Part 2 very excited for second part."
1552,1552,always the same,,
1553,1553,Overhyped garbage,"Yet another lame superhero movie. Their decision to really explore into the family conflicts is nice, though the whole thing is still very cliche. There's no personality in the main character beyond that he is Asian. I really hate the score, all of them are garbage asian trap music. It was fairly hard to sit through, the whole 2 hours felt like 2 days. There's no risk nor consequences in the action scenes, they're all really tame. Some lines are extremely corny and the frequent flashback ruined the movie, that also shows how lazy and uncreative Marvel is at storytelling. Spending all their budget at crappy costume, big star actors and special effects while forgetting everything else.","Yet another lame superhero movie. Their decision to really explore into the family conflicts is nice, though the whole thing is still very cliche. There's no personality in the main character beyond that he is Asian. I really hate the score, all of them are garbage asian trap music. It was fairly hard to sit through, the whole 2 hours felt like 2 days. There's no risk nor consequences in the action scenes, they're all really tame. Some lines are extremely corny and the frequent flashback ruined the movie, that also shows how lazy and uncreative Marvel is at storytelling. Spending all their budget at crappy costume, big star actors and special effects while forgetting everything else."
1554,1554,"""Hey husband, by the way there's a demon portal""",,
1555,1555,"Great, then became another MCU movie",,
1556,1556,Welcome back Marvel!,"After a disappointing Marvel entry with Black Widow, Shang-Chi is the return to form movie Marvel needed to bounce back off on. With solid performances, great setpieces, fun action sequences, and some emotional depth and humour to it, it's the type of film you need to see on the big screen and just go along with the journey and fantastical elements. It's also paced well and intriguing for the runtime it has.

The direction is solid and the characters get a good amount of screen time each to develop and have well placed flashback sequences. The martial arts fights are pretty well done and the CGI creatures look interesting with their designs and have good special effects. Overall, it's very well done and I didn't think Marvel could keep going, but they proved they can still make great stuff when they care about it.

8/10.","After a disappointing Marvel entry with Black Widow, Shang-Chi is the return to form movie Marvel needed to bounce back off on. With solid performances, great setpieces, fun action sequences, and some emotional depth and humour to it, it's the type of film you need to see on the big screen and just go along with the journey and fantastical elements. It's also paced well and intriguing for the runtime it has.

The direction is solid and the characters get a good amount of screen time each to develop and have well placed flashback sequences. The martial arts fights are pretty well done and the CGI creatures look interesting with their designs and have good special effects. Overall, it's very well done and I didn't think Marvel could keep going, but they proved they can still make great stuff when they care about it.

8/10."
1557,1557,Great action and martial arts,"I normally don't like these kinds of marvel movies. But this one was pretty entertaining. It was mainly a movie about crazy martial arts. All the other stuff is trivial, this rating is simply for the action and fight scenes. It was top notch.","I normally don't like these kinds of marvel movies. But this one was pretty entertaining. It was mainly a movie about crazy martial arts. All the other stuff is trivial, this rating is simply for the action and fight scenes. It was top notch."
1558,1558,Shang-Chi,"I was really looking forward to this film, and was excited to see shang chi in the MCU. It started out good with an interesting father, and son character development. As the film continued, it seemed to rely very heavily on the CGI. After a while all the CGI felt bloated and overwhelming. The acting was well done, by everyone in the film no weak links. Was hoping this film, would have had a more grounded plot like Iron Man.","I was really looking forward to this film, and was excited to see shang chi in the MCU. It started out good with an interesting father, and son character development. As the film continued, it seemed to rely very heavily on the CGI. After a while all the CGI felt bloated and overwhelming. The acting was well done, by everyone in the film no weak links. Was hoping this film, would have had a more grounded plot like Iron Man."
1559,1559,Shang Chi And The Legend Of The Ten Rings Is A Strong Step Forward For The MCU,,
1560,1560,"Shang-Chi and the Legend of the Ten Rings (2021, Destin Daniel Cretton) MCU's new hero is vital yet his story feels derivative",,
1561,1561,"i liked it, but...","Is it just me or does there seem to be a formula to these movies? I DID enjoy it but...maybe this is what's been happening for most of my life... surprise powers...forming allegiances...epic fight for ending...most main characters live... GOT got my attention(starting with the book/s) because someone major died in the first book...i was just 'cruising along' and then it was...holy FECES!

(this is a word i've used as a nurse. Noone blinked. So PLEASE don't trash this review because of it. Thanks. I also could've said 'excretions', fyi). THEY killed THAT person?!??!

What gave the Avengers 'balance' and Endgame one of the greatest movies from Marvel is that some of the heroes didn't make it...it's drama, not comedy...joke if you want but when people are dying that are close to you, it ain't a laughing matter...makes for good drama... sokay...i was DEFinitely entertained(AND surprised at how much i was enjoying it). First rate production values everywhere i could see...AND...the humor was well paced, as well...it didn't seem as long as it was because the story was well paced, as well...and when you have a story to tell it's great that it's allowed some time to tell it...how many times have you found yourself sitting in a movie seat when the credits are rolling feeling like something(s) was left out? Happens often with book adaptations...and this IS a 'book' adaptation, right?

I'd give it an 8.0 high grade in my book...","Is it just me or does there seem to be a formula to these movies? I DID enjoy it but...maybe this is what's been happening for most of my life... surprise powers...forming allegiances...epic fight for ending...most main characters live... GOT got my attention(starting with the book/s) because someone major died in the first book...i was just 'cruising along' and then it was...holy FECES!

(this is a word i've used as a nurse. Noone blinked. So PLEASE don't trash this review because of it. Thanks. I also could've said 'excretions', fyi). THEY killed THAT person?!??!

What gave the Avengers 'balance' and Endgame one of the greatest movies from Marvel is that some of the heroes didn't make it...it's drama, not comedy...joke if you want but when people are dying that are close to you, it ain't a laughing matter...makes for good drama... sokay...i was DEFinitely entertained(AND surprised at how much i was enjoying it). First rate production values everywhere i could see...AND...the humor was well paced, as well...it didn't seem as long as it was because the story was well paced, as well...and when you have a story to tell it's great that it's allowed some time to tell it...how many times have you found yourself sitting in a movie seat when the credits are rolling feeling like something(s) was left out? Happens often with book adaptations...and this IS a 'book' adaptation, right?

I'd give it an 8.0 high grade in my book..."
1562,1562,Dumb and Stupid....,"It had potential but marvel has this tendency of degrading everything into mindless comedy...

Things just happen, to an extent where Awkwafina is now an avenger... I'm getting too old for this s#.t..","It had potential but marvel has this tendency of degrading everything into mindless comedy...

Things just happen, to an extent where Awkwafina is now an avenger... I'm getting too old for this s#.t.."
1563,1563,Marvel movies are like watching a family drama film from a Chinese series.,"A younger Shang-Chi (Simu Liu) is compelled to go back to his father's risky organization, The Ten Rings. He groups up together along with his excellent pal Katy (Awkwafina) and his estranged sister Xialing (Meng'er Zhang) to forestall Wenwu for good.

Shang-Chi And The Legend Of The Ten Rings mark MCU's first Asian-led superhero film. There had been Asian characters before, inclusive of Wong (Benedict Wong) from Doctor Strange and Hogun (Tadanobu Asano) from Thor. But they have constantly been sidekicks, flunkeys, or comedian relief.

Wenwu is a powerful crime lord who runs an evil empire constructed across the energy of ten historical earrings that he makes use of to generate blasts of energy.

Shang-Chi is a heart-warming tale syringed with humor. Co-writer-director Destin Daniel Cretton knows his circle of relative dynamics and superbly units the tone. Despite the humanity on show, it is the revolutionary martial arts that are the USP. The movement would not depend closely on virtual trickery withinside the actual world.

The chemistry among the actors is palpable, exuding an actual feel of a located own circle of relatives. The film's actual villain is grief, pushed via way of means of Wenwu at the cost of his children.

Shang-Chi is a prevailing mixture of the Chinese way of life and a hit Marvel formula. Despite pacing issues, it supplies a highly unique step withinside the proper path for Asian representation. Simu Liu, Awkwafina, and Tony Leung deliver multi-faceted characters to life.","A younger Shang-Chi (Simu Liu) is compelled to go back to his father's risky organization, The Ten Rings. He groups up together along with his excellent pal Katy (Awkwafina) and his estranged sister Xialing (Meng'er Zhang) to forestall Wenwu for good.

Shang-Chi And The Legend Of The Ten Rings mark MCU's first Asian-led superhero film. There had been Asian characters before, inclusive of Wong (Benedict Wong) from Doctor Strange and Hogun (Tadanobu Asano) from Thor. But they have constantly been sidekicks, flunkeys, or comedian relief.

Wenwu is a powerful crime lord who runs an evil empire constructed across the energy of ten historical earrings that he makes use of to generate blasts of energy.

Shang-Chi is a heart-warming tale syringed with humor. Co-writer-director Destin Daniel Cretton knows his circle of relative dynamics and superbly units the tone. Despite the humanity on show, it is the revolutionary martial arts that are the USP. The movement would not depend closely on virtual trickery withinside the actual world.

The chemistry among the actors is palpable, exuding an actual feel of a located own circle of relatives. The film's actual villain is grief, pushed via way of means of Wenwu at the cost of his children.

Shang-Chi is a prevailing mixture of the Chinese way of life and a hit Marvel formula. Despite pacing issues, it supplies a highly unique step withinside the proper path for Asian representation. Simu Liu, Awkwafina, and Tony Leung deliver multi-faceted characters to life."
1564,1564,Surprisingly good!,,
