,Unnamed: 0,text,Preporcessed_Text
114,114,"Tue Jul 21 2020 Portland, Oregon - Indiscriminate shooting of less-lethal projectiles WATCH: https://t.co/dJimWPoyJI #PortlandOregon #PPD #blacklivesmatter #blm #defundthepolice #abolishthepolice",tue jul portland oregon indiscriminate shoot lesslethal projectile watch httpstcodjimwpoyji portlandoregon ppd blacklivesmatter blm defundthepolice abolishthepolice
115,115,"RT @CUmeberechukwu: #NigeriaInvasion: Why the World Attention is on Ukraine, the #Nigeria State Invaded BIAFRA. The World Won't Talk about…",rt cumeberechukwu nigeriainvasion world attention ukraine nigeria state invade biafra world will not talk
116,116,"EXPLAINER: How is Russia-Ukraine war linked to religion?

https://t.co/B91RlgyRZb
#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",explainer russiaukraine war link religion httpstcobrlgyrzb holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
117,117,RT @sydneycarolynn: Police brutality is a thing and has been a serious problem for almost a century now. Sometimes it isn’t even about race…,rt sydneycarolynn police brutality thing serious problem almost century sometimes be not even race
118,118,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…",rt adrblyferocious disturb amp sickening concern mount black people report racism flee ukraine score af
119,119,"US Army extending deployment for over 4,000 troops in Europe 

https://t.co/NWCwwkLTTm #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",us army extend deployment troop europe httpstconwcwwklttm holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
120,120,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…",rt efobherry wtf many war africa right would never see anyone talk twitt russia invade ukraine blac
121,121,RT @kevinnadal: The worst kind of #Karen is the one who doesn’t think they’re a Karen. They proudly write #BlackLivesMatter on their social…,rt kevinnadal bad kind karen one do not think they be karen proudly write blacklivesmatter social
122,122,Big Education Ape: THIS WEEK WITH NEWBLACKMAN (IN EXILE) #BLM #BLACKLIVESMATTER - https://t.co/xyWbnVUthC https://t.co/583Gv72J81,big education ape week newblackman exile blm blacklivesmatter httpstcoxywbnvuthc httpstcogvj
123,123,"Growing up, I NEVER heard of #TulsaRaceMassacre - was never taught about in school.

It wasn’t until YEARS later that I leaned of this atrocity.

The evil that humans do 🤬😥

#BlackHistoryMonth  .@TheEqualizerCBS .@IAMQUEENLATIFAH .@jadapsmith #TheEqualizer #BlackLivesMatter https://t.co/ez36lIibXF",grow never hear tulsaracemassacre never teach school be not year later lean atrocity evil human blackhistorymonth theequalizercbs iamqueenlatifah jadapsmith theequalizer blacklivesmatter httpstcoezliibxf
124,124,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…",rt adrblyferocious disturb amp sickening concern mount black people report racism flee ukraine score af
125,125,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…",rt adrblyferocious disturb amp sickening concern mount black people report racism flee ukraine score af
126,126,"Ukraine's Air Force claims successful drone strikes against Russia 

https://t.co/a0lxOnlx5g #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",ukraines air force claim successful drone strike russia httpstcoalxonlxg holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
127,127,"Russian rouble plunges to record low amid outrage over Ukraine 

https://t.co/JOUFbd81jC #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",russian rouble plunge record low amid outrage ukraine httpstcojoufbdjc holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
128,128,@realginnyrobins Where are the #BlackLivesMatter people?,realginnyrobin blacklivesmatter people
129,129,RT @KedibonyeMandu: The whole world should protest against Russia's Invasion Of 🇺🇦 Ukraine the same way we all protested for Black Lives Ma…,rt kedibonyemandu whole world protest russias invasion ukraine way protest black life
130,130,"RT @GandhiOttawa: As police in D.C. pepper-sprayed protesters, Rahul Dubey opened his home to 70 strangers https://t.co/TTjmoz0zPu via @nbc…",rt gandhiottawa police dc pepperspraye protester rahul dubey open home stranger httpstcottjmozzpu via nbc
131,131,"RT @GandhiOttawa: Calls are being made to remove certain Gandhi statues, in the context of Black Lives Matter protests. But Gandhi had evol…",rt gandhiottawa calls make remove certain gandhi statue context black life matter protest gandhi evol
132,132,"RT @hover_focus: At this Point, Respect this guy. 
Since, Ukrainians are showing #racism in time of war. #BlackLivesMatter https://t.co/Die…",rt hoverfocus point respect guy since ukrainians show racism time war blacklivesmatter httpstcodie
133,133,"Ghee whizz.. My device is under attack again...

#HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",ghee whizz device attack holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
134,134,"RT @Queen_minnna: Funny how you all were tweeting #blacklivesmatter we knew it was fake love though

#racism #Poland #Ukraine https://t.co/…",rt queenminnna funny tweet blacklivesmatter know fake love though racism poland ukraine httpstco
135,135,RT @MichaelIHWagner: I think social media combined with messaging is totally stupid. I don't like it anymore.    #FridaysForFuture #Berlin👑…,rt michaelihwagner think social medium combine messaging totally stupid like anymore fridaysforfuture berlin
136,136,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…",rt adrblyferocious disturb amp sickening concern mount black people report racism flee ukraine score af
137,137,RT @Official__Moh: Stop Racism in Ukraine #BlackLivesMatter #UkraineRussiaWar #UkraineRussia https://t.co/hz0TWXwdvD,rt officialmoh stop racism ukraine blacklivesmatter ukrainerussiawar ukrainerussia httpstcohztwxwdvd
138,138,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…",rt efobherry wtf many war africa right would never see anyone talk twitt russia invade ukraine blac
139,139,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…",rt adrblyferocious disturb amp sickening concern mount black people report racism flee ukraine score af
140,140,"How do you get to choose whose life is worth better than others ??
Why wouldn't Ukrainians give same choices that was given to there citizens to blacks people? Preventing them from running to safety. 
#BlackLivesMatter
#PrayForUkraine",get choose whose life worth well other would ukrainians give choice give citizen black people prevent run safety blacklivesmatter prayforukraine
141,141,RT @allimadi: @TonnyNsubuga3 @Louise94622028 @chidi_blyden @epsteinova @HEBobiwine @AsstSecStateAF Nice sounding BS. 150 people were massac…,rt allimadi tonnynsubuga louise chidiblyden epsteinova hebobiwine asstsecstateaf nice sound bs people massac
142,142,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…",rt zodiacdka ignorance history african lead brainwash westerner russia stand behind africa
143,143,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…",rt adrblyferocious disturb amp sickening concern mount black people report racism flee ukraine score af
144,144,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…",rt adrblyferocious disturb amp sickening concern mount black people report racism flee ukraine score af
145,145,"In this country we are not all treated equally. We must always keep this in mind because if we fail to do so, abuses will be perpetuated and we must actively strive to eliminate them and fight against those who want to hide the existence of systemic racism. #BlackLivesMatter https://t.co/Iqs7VcEfh0",country treat equally must always keep mind fail abuse perpetuate must actively strive eliminate fight want hide existence systemic racism blacklivesmatter httpstcoiqsvcefh
146,146,RT @TracyMorison: #BlackLivesMatter Ukrainians hold back Black Africans from boarding trains to flee the country. Poland (of all countries)…,rt tracymorison blacklivesmatter ukrainians hold back black african board train flee country poland country
147,147,RT @Nadine_Writes: Black people stuck in Ukraine are reportedly being subjected to racism even as they attempt to flee to safety. Even duri…,rt nadinewrite black people stick ukraine reportedly subject racism even attempt flee safety even duri
148,148,RT @EverybodylsDumb: @blaccpryde @Eternal_EB @VicKhiz @choeshow @KatieDaviscourt @komonews Have you seen Twitter ever? It's a 24/7 non-stop…,rt everybodylsdumb blaccpryde eternaleb vickhiz choeshow katiedaviscourt komonew see twitter ever nonstop
149,149,"RT @AdrblyFerocious: This is disturbing &amp; sickening. 🚨

Concerns mount as Black people report racism while fleeing #Ukraine. 

Scores of Af…",rt adrblyferocious disturb amp sickening concern mount black people report racism flee ukraine score af
150,150,"RT @BigSmallKe: If putin was an African leader, Nato  would have murdered him like Muammar Gaddafi 

#BlackLivesMatter
#RacistEU https://t.…",rt bigsmallke putin african leader nato would murder like muammar gaddafi blacklivesmatter racisteu httpst
151,151,"World's largest plane destroyed in Ukraine 

https://t.co/6gFJ9HviJ0 via @CNNTravel #HolocaustMemorialDay #MLK #GrenfellTower #BlackLivesMatter #BidenHarris #oprahmeghanharry #ReparationsNow",world large plane destroy ukraine httpstcogfjhvij via cnntravel holocaustmemorialday mlk grenfelltower blacklivesmatter bidenharris oprahmeghanharry reparationsnow
152,152,"RT @OWLSI1: @ByGeorgiaFort #GeorgeFloyd 
I feel so weird inside...
HOORAY😍😭 and 💔🤮.
#BLM #justice #Equality 
#BLACKlivesMATTER https://t.co…",rt owlsi bygeorgiafort georgefloyd feel weird inside hooray blm justice equality blacklivesmatter httpstco
153,153,"I miss my dog... 

I do this so no other person has to send their pup away 

#Saitamawolfpack #Impactxp #LuckyRooToken #pitbull #dog #doge #BlackLivesMatter #BlackTwitter #black #BlackShinesBrightest #BLACKPINK https://t.co/Rqo6L6S8iv",miss dog person send pup away saitamawolfpack impactxp luckyrootoken pitbull dog doge blacklivesmatter blacktwitter black blackshinesbright blackpink httpstcorqolsiv
154,154,"RT @OWLSI1: @ACLU #GeorgeFloyd 
I feel so weird inside...
HOORAY😍😭 and 💔🤮.
#BLM #justice #Equality 
#BLACKlivesMATTER https://t.co/tlJZDKPt…",rt owlsi aclu georgefloyd feel weird inside hooray blm justice equality blacklivesmatter httpstcotljzdkpt
155,155,RT @hollerbach: The approach of the Detroit Police Department to this spontaneous almost entirely white demonstration for Ukraine that is b…,rt hollerbach approach detroit police department spontaneous almost entirely white demonstration ukraine b
156,156,Africans/ Black's are being blocked from leaving the Ukraine. WHAT'S THE REASON THIS ISN'T THE 60's or 70's we not just going sit her this is going to spread we won't  be silenced #AfricansinUkraine  #BlackLivesMatter,africans black block leave ukraine what s reason be not go sit go spread silence africansinukraine blacklivesmatter
